"","Station","Year","Lat","Long","Rain"
"1131","Tuas West",2013,1.3247,103.6351,2602
"1132","Tuas West",2014,1.3247,103.6351,1953.8
"1133","Tuas West",2015,1.3247,103.6351,1425.9
"1134","Tuas West",2016,1.3247,103.6351,17.4
"1135","Tuas West",2017,1.3247,103.6351,2428.2
"1136","Tuas West",2018,1.3247,103.6351,2672.8
"1137","Tuas West",2019,1.3247,103.6351,2102.6
"1138","Tuas West",2020,1.3247,103.6351,297
"1139","Ulu Pandan",1980,1.3329,103.7556,2823
"1140","Ulu Pandan",1981,1.3329,103.7556,2326.2
"1141","Ulu Pandan",1982,1.3329,103.7556,2210.4
"1142","Ulu Pandan",1983,1.3329,103.7556,1470.8
"1143","Ulu Pandan",1984,1.3329,103.7556,3227.9
"1144","Ulu Pandan",1985,1.3329,103.7556,2503
"1145","Ulu Pandan",1986,1.3329,103.7556,2755.4
"1146","Ulu Pandan",1987,1.3329,103.7556,2382.1
"1147","Ulu Pandan",1988,1.3329,103.7556,3084.1
"1148","Ulu Pandan",1989,1.3329,103.7556,2560
"1149","Ulu Pandan",1990,1.3329,103.7556,1718.8
"1150","Ulu Pandan",1991,1.3329,103.7556,2087.6
"1151","Ulu Pandan",1992,1.3329,103.7556,2778
"1152","Ulu Pandan",1993,1.3329,103.7556,2904.9
"1153","Ulu Pandan",1994,1.3329,103.7556,2312
"1154","Ulu Pandan",1995,1.3329,103.7556,3065.7
"1155","Ulu Pandan",1996,1.3329,103.7556,2384.4
"1156","Ulu Pandan",1997,1.3329,103.7556,1821.6
"1157","Ulu Pandan",1998,1.3329,103.7556,2658.7
"1158","Ulu Pandan",1999,1.3329,103.7556,2129.1
"1159","Ulu Pandan",2000,1.3329,103.7556,2377.5
"1160","Ulu Pandan",2001,1.3329,103.7556,2912.1
"1161","Ulu Pandan",2002,1.3329,103.7556,2266.6
"1162","Ulu Pandan",2003,1.3329,103.7556,2898.7
"1163","Ulu Pandan",2004,1.3329,103.7556,2542.3
"1164","Ulu Pandan",2005,1.3329,103.7556,2378.3
"1165","Ulu Pandan",2006,1.3329,103.7556,3283.1
"1166","Ulu Pandan",2007,1.3329,103.7556,3494.5
"1167","Ulu Pandan",2008,1.3329,103.7556,2663.2
"1168","Ulu Pandan",2009,1.3329,103.7556,2206.9
"1169","Ulu Pandan",2010,1.3329,103.7556,2801.2
"1170","Ulu Pandan",2011,1.3329,103.7556,3498.6
"1171","Ulu Pandan",2012,1.3329,103.7556,2939.6
"1172","Ulu Pandan",2013,1.3329,103.7556,2858.5
"1173","Ulu Pandan",2014,1.3329,103.7556,2148.2
"1174","Ulu Pandan",2015,1.3329,103.7556,1586.1
"1175","Ulu Pandan",2016,1.3329,103.7556,1799.9
"1176","Ulu Pandan",2017,1.3329,103.7556,2661.2
"1177","Ulu Pandan",2018,1.3329,103.7556,2959.4
"1178","Ulu Pandan",2019,1.3329,103.7556,1741.4
"1179","Ulu Pandan",2020,1.3329,103.7556,129.6
"1180","Upper Peirce Reservoir",2010,1.37,103.805,2849.6
"1181","Upper Peirce Reservoir",2011,1.37,103.805,3036
"1182","Upper Peirce Reservoir",2012,1.37,103.805,2905.6
"1183","Upper Peirce Reservoir",2013,1.37,103.805,3136.2
"1184","Upper Peirce Reservoir",2014,1.37,103.805,2058.7
"1185","Upper Peirce Reservoir",2015,1.37,103.805,1795
"1186","Upper Peirce Reservoir",2016,1.37,103.805,2219.8
"1187","Upper Peirce Reservoir",2017,1.37,103.805,3146
"1188","Upper Peirce Reservoir",2018,1.37,103.805,2676.8
"1189","Upper Peirce Reservoir",2019,1.37,103.805,1501.6
"1190","Upper Peirce Reservoir",2020,1.37,103.805,90.6
"1191","Upper Thomson",1980,1.3416,103.8106,2205.9
"1192","Upper Thomson",1981,1.3416,103.8106,2146.6
"1193","Upper Thomson",1982,1.3416,103.8106,2151.5
"1194","Upper Thomson",1983,1.3416,103.8106,1541.9
"1195","Upper Thomson",1984,1.3416,103.8106,2847.1
"1196","Upper Thomson",1985,1.3416,103.8106,2599.4
"1197","Upper Thomson",1986,1.3416,103.8106,2548.6
"1198","Upper Thomson",1987,1.3416,103.8106,2536.1
"1199","Upper Thomson",1988,1.3416,103.8106,2663.5
"1200","Upper Thomson",1989,1.3416,103.8106,2564.6
"1201","Upper Thomson",1990,1.3416,103.8106,2037.6
"1202","Upper Thomson",1991,1.3416,103.8106,2372.3
"1203","Upper Thomson",1992,1.3416,103.8106,2924
"1204","Upper Thomson",1993,1.3416,103.8106,2631.1
"1205","Upper Thomson",1994,1.3416,103.8106,2636.9
"1206","Upper Thomson",1995,1.3416,103.8106,2879.4
"1207","Upper Thomson",1996,1.3416,103.8106,2432.3
"1208","Upper Thomson",1997,1.3416,103.8106,1933.5
"1209","Upper Thomson",1998,1.3416,103.8106,2772.7
"1210","Upper Thomson",1999,1.3416,103.8106,2121.7
"1211","Upper Thomson",2000,1.3416,103.8106,2306.7
"1212","Upper Thomson",2001,1.3416,103.8106,2368.6
"1213","Upper Thomson",2002,1.3416,103.8106,1953
"1214","Upper Thomson",2003,1.3416,103.8106,3171.9
"1215","Upper Thomson",2004,1.3416,103.8106,2677.1
"1216","Upper Thomson",2005,1.3416,103.8106,2516
"1217","Upper Thomson",2006,1.3416,103.8106,3350.3
"1218","Upper Thomson",2007,1.3416,103.8106,3149.1
"1219","Upper Thomson",2008,1.3416,103.8106,2525.8
"1220","Upper Thomson",2009,1.3416,103.8106,2129.3
"1221","Upper Thomson",2010,1.3416,103.8106,2946.2
"1222","Upper Thomson",2011,1.3416,103.8106,3287.8
"1223","Upper Thomson",2012,1.3416,103.8106,2776
"1224","Upper Thomson",2013,1.3416,103.8106,2785
"1225","Upper Thomson",2014,1.3416,103.8106,2104.4
"1226","Upper Thomson",2015,1.3416,103.8106,1832.8
"1227","Upper Thomson",2016,1.3416,103.8106,2211.2
"1228","Upper Thomson",2017,1.3416,103.8106,2431.9
"1229","Upper Thomson",2018,1.3416,103.8106,2400
"1230","Upper Thomson",2019,1.3416,103.8106,1334.8
"1231","Upper Thomson",2020,1.3416,103.8106,92.8
"1232","Whampoa",2011,1.3214,103.8577,1232.2
"1233","Whampoa",2012,1.3214,103.8577,2638.2
"1234","Whampoa",2013,1.3214,103.8577,2877.2
"1235","Whampoa",2014,1.3214,103.8577,2034.4
"1236","Whampoa",2015,1.3214,103.8577,1850.6
"1237","Whampoa",2016,1.3214,103.8577,2140.6
"1238","Whampoa",2017,1.3214,103.8577,2336.8
"1239","Whampoa",2018,1.3214,103.8577,2467.6
"1240","Whampoa",2019,1.3214,103.8577,1701.4
"1241","Whampoa",2020,1.3214,103.8577,181
"1242","Yishun",2009,1.4301,103.8308,1292.2
"1243","Yishun",2010,1.4301,103.8308,2753.2
"1244","Yishun",2011,1.4301,103.8308,3145.4
"1245","Yishun",2012,1.4301,103.8308,2774.4
"1246","Yishun",2013,1.4301,103.8308,2156
"1247","Yishun",2014,1.4301,103.8308,2256
"1248","Yishun",2015,1.4301,103.8308,1825.2
"1249","Yishun",2016,1.4301,103.8308,2193.7
"1250","Yishun",2017,1.4301,103.8308,2591.2
"1251","Yishun",2018,1.4301,103.8308,2099.1
"1252","Yishun",2019,1.4301,103.8308,1209.4
"1253","Yishun",2020,1.4301,103.8308,124.4
